id,first_name,gender,Age,visit_per_week,fav_group_lesson,avg_time_check_in,avg_time_check_out,avg_time_in_gym,Mon
4861,Tasia,Female,26,3,"chest, Leg",14:22:00,17:22:00,129,True
4862,Zackariah,Male,12,1,"Cardio, chest",17:19:00,19:17:00,37,True
4864,Malchy,Male,23,1,"chest, chest, Core",16:01:00,17:34:00,154,True
4867,Anderea,Female,21,5,Cardio,16:05:00,17:13:00,49,True
4871,Annora,Female,43,1,"Core, Core, Cardio",12:21:00,14:19:00,40,True
4876,Ramona,Female,42,1,Leg,18:32:00,19:44:00,58,True
4878,Elisa,Female,22,2,,14:04:00,16:59:00,160,True
4881,Alexei,Male,37,4,,10:46:00,11:40:00,126,True
4884,Wayland,Male,43,3,Arm,16:18:00,19:07:00,57,True
4885,Biddy,Female,38,3,,14:33:00,16:21:00,101,True
4886,Cathryn,Female,20,5,"Arm, chest",15:47:00,16:56:00,99,True
4889,Wilt,Male,14,1,Leg,11:41:00,13:52:00,120,True
4890,Gonzales,Male,39,3,,20:18:00,21:16:00,165,True
4896,Franni,Female,17,2,,10:05:00,11:47:00,88,True
4899,Jeremie,Male,14,3,"Core, Leg",12:59:00,14:03:00,165,True
4900,Gretel,Female,28,5,,19:13:00,21:37:00,95,True
4904,Freddi,Female,13,2,,10:09:00,13:01:00,48,True
4907,Stanislaus,Male,15,1,"Core, Cardio",15:12:00,16:15:00,79,True
4908,Grazia,Female,24,3,,10:25:00,12:51:00,135,True
4910,Urban,Male,30,5,Cardio,11:09:00,12:15:00,180,True
4912,Avivah,Female,22,1,,19:32:00,22:02:00,174,True
4918,Fayth,Female,46,5,,11:23:00,14:09:00,68,True
4925,Perle,Female,36,5,"chest, chest",13:47:00,14:28:00,79,True
4926,Gerick,Male,48,1,,9:16:00,11:09:00,92,True
4928,Pamela,Female,26,3,,17:33:00,18:42:00,158,True
4929,Aldous,Male,31,5,"Cardio, chest",9:38:00,11:38:00,72,True
4930,Vita,Female,21,3,,13:57:00,14:41:00,49,True
4934,Dionis,Female,14,4,,13:53:00,15:44:00,33,True
4946,Fidelio,Male,37,1,,13:49:00,14:33:00,137,True
4947,Elladine,Female,21,2,,9:42:00,11:23:00,172,True
4950,Karyn,Female,44,3,"Leg, Leg",15:44:00,18:43:00,169,True
4951,Grayce,Female,32,2,"Arm, Core",11:36:00,12:31:00,118,True
4952,Ricky,Male,25,1,"Core, back, Cardio",19:21:00,20:04:00,131,True
4954,Ivor,Male,13,5,"Arm, back, back",15:27:00,18:03:00,52,True
4955,Menard,Male,13,1,chest,12:46:00,14:20:00,55,True
4960,Brenn,Female,46,4,,10:14:00,10:55:00,153,True
4961,Kellen,Female,46,1,,10:24:00,11:28:00,68,True
4964,Domenico,Male,43,1,,18:37:00,21:33:00,155,True
4968,Emalee,Female,21,3,,13:36:00,14:50:00,177,True
4971,Emma,Female,33,2,"Arm, back",16:37:00,18:37:00,144,True
4973,Nikos,Male,38,4,"chest, Cardio, back",16:41:00,18:40:00,86,True
4977,Zacherie,Male,36,5,chest,10:36:00,13:26:00,142,True
4978,Tremaine,Male,25,4,,19:00:00,19:33:00,87,True
4980,Quillan,Male,32,1,"back, Leg",17:47:00,19:20:00,32,True
4981,Georgie,Female,30,1,Core,14:52:00,16:57:00,90,True
4983,Benyamin,Male,28,5,"Cardio, Arm, Leg",19:22:00,22:15:00,172,True
4987,Hadria,Female,20,4,,19:04:00,20:26:00,79,True
4994,Averill,Male,37,4,"Cardio, Arm",19:50:00,20:24:00,136,True
4997,Elaina,Female,26,3,"Core, chest",9:14:00,12:01:00,150,True
4998,Humfried,Male,13,3,,17:21:00,20:21:00,112,True
